REGION,Area,PLAN_TYPE,PARTICIPATION_MINIMUM,PARTICIPATION_MAXIMUM,MINIMUM_ENROLLED,PLAN_ID,TIERS,PRODUCT_ID,PRODUCT_NAME,INDIVIDUAL,TWO_PERSON,IND_PLUS_1_CHILD,IND_PLUS_CHILDREN,FAMILY,DOCUMENT_URL,EFFECTIVE_DATE,END_DATE,MAXIMUM_ENROLLED,VERSION,UNIQUE_IDENTIFIER,ORTHO,GrandfatherExpirationDate,RELATION_ID
MN,METRO,Freedom,70,100,10,RAHY8K43405490,THREE,2129755533,Freedom Enhanced w/ortho 1500 $50/$150 Ded $1000 Max 3tier Metro-Nov,31.8,62.2,62.2,113.1,113.1,,11/1/18,11/30/18,50,0,,1500,,RAHY8K
MN,METRO,Freedom,20,70,10,HSO34H43435491,THREE,2129755534,Freedom Enhanced w/ortho $1500 $50/$150 Ded $1000 Max 3tier Metro-Dec,36.5,71.6,71.6,130,130,,12/1/18,12/31/18,50,0,,1500,,HSO34H
MN,METRO,Freedom,70,100,10,RAHY8K43435492,THREE,2129755534,Freedom Enhanced w/ortho 1500 $50/$150 Ded $1000 Max 3tier Metro-Dec,31.8,62.2,62.2,113.1,113.1,,12/1/18,12/31/18,50,0,,1500,,RAHY8K
MN,METRO,Freedom,20,70,10,8XSU2X43282493,THREE,2129756054,Freedom Enhanced w/ortho $1500 $50/$150 Ded $1500 Max 3tier Metro-Jul,38.3,74.8,74.8,135.3,135.3,,7/1/18,7/31/18,50,0,,1500,,8XSU2X
MN,METRO,Freedom,70,100,10,FXSP6043282494,THREE,2129756054,Freedom Enhanced w/ortho 1500 $50/$150 Ded $1500 Max 3tier Metro-Jul,33.3,65.1,65.1,117.7,117.7,,7/1/18,7/31/18,50,0,,1500,,FXSP60
MN,METRO,Freedom,20,70,10,8XSU2X43313495,THREE,2129756055,Freedom Enhanced w/ortho $1500 $50/$150 Ded $1500 Max 3tier Metro-Aug,38.3,74.8,74.8,135.3,135.3,,8/1/18,8/31/18,50,0,,1500,,8XSU2X
MN,METRO,Freedom,70,100,10,FXSP6043313496,THREE,2129756055,Freedom Enhanced w/ortho 1500 $50/$150 Ded $1500 Max 3tier Metro-Aug,33.3,65.1,65.1,117.7,117.7,,8/1/18,8/31/18,50,0,,1500,,FXSP60
MN,METRO,Freedom,20,70,10,8XSU2X43344497,THREE,2129756058,Freedom Enhanced w/ortho $1500 $50/$150 Ded $1500 Max 3tier Metro-Sep,38.3,74.8,74.8,135.3,135.3,,9/1/18,9/30/18,50,0,,1500,,8XSU2X
MN,METRO,Freedom,70,100,10,FXSP6043344498,THREE,2129756058,Freedom Enhanced w/ortho 1500 $50/$150 Ded $1500 Max 3tier Metro-Sep,33.3,65.1,65.1,117.7,117.7,,9/1/18,9/30/18,50,0,,1500,,FXSP60
MN,METRO,Freedom,20,70,10,8XSU2X43374499,THREE,2129756059,Freedom Enhanced w/ortho $1500 $50/$150 Ded $1500 Max 3tier Metro-Oct,38.3,74.8,74.8,135.3,135.3,,10/1/18,10/31/18,50,0,,1500,,8XSU2X
MN,METRO,Freedom,70,100,10,FXSP6043374500,THREE,2129756059,Freedom Enhanced w/ortho 1500 $50/$150 Ded $1500 Max 3tier Metro-Oct,33.3,65.1,65.1,117.7,117.7,,10/1/18,10/31/18,50,0,,1500,,FXSP60
MN,METRO,Freedom,20,70,10,8XSU2X43405501,THREE,2129756060,Freedom Enhanced w/ortho $1500 $50/$150 Ded $1500 Max 3tier Metro-Nov,38.3,74.8,74.8,135.3,135.3,,11/1/18,11/30/18,50,0,,1500,,8XSU2X
MN,METRO,Freedom,70,100,10,FXSP6043405502,THREE,2129756060,Freedom Enhanced w/ortho 1500 $50/$150 Ded $1500 Max 3tier Metro-Nov,33.3,65.1,65.1,117.7,117.7,,11/1/18,11/30/18,50,0,,1500,,FXSP60
MN,METRO,Freedom,20,70,10,8XSU2X43435503,THREE,2129756061,Freedom Enhanced w/ortho $1500 $50/$150 Ded $1500 Max 3tier Metro-Dec,38.3,74.8,74.8,135.3,135.3,,12/1/18,12/31/18,50,0,,1500,,8XSU2X
MN,METRO,Freedom,70,100,10,FXSP6043435504,THREE,2129756061,Freedom Enhanced w/ortho 1500 $50/$150 Ded $1500 Max 3tier Metro-Dec,33.3,65.1,65.1,117.7,117.7,,12/1/18,12/31/18,50,0,,1500,,FXSP60
MN,METRO,Freedom,70,100,10,9R7OH343282505,THREE,2129758407,Freedom Enhance w/ortho 1500 $50/$150 Ded $2000 Max 3tier Metro-Jul,34.3,67,67,120.7,120.7,,7/1/18,7/31/18,50,0,,1500,,9R7OH3
MN,METRO,Freedom,20,70,10,L3QJ6543282506,THREE,2129758407,Freedom Enhanced w/ortho $1500 $50/$150 Ded $2000 Max 3tier Metro-Jul,39.5,77,77,138.8,138.8,,7/1/18,7/31/18,50,0,,1500,,L3QJ65
MN,METRO,Freedom,70,100,10,9R7OH343313507,THREE,2129758408,Freedom Enhance w/ortho 1500 $50/$150 Ded $2000 Max 3tier Metro-Aug,34.3,67,67,120.7,120.7,,8/1/18,8/31/18,50,0,,1500,,9R7OH3
MN,METRO,Freedom,20,70,10,L3QJ6543313508,THREE,2129758408,Freedom Enhanced w/ortho $1500 $50/$150 Ded $2000 Max 3tier Metro-Aug,39.5,77,77,138.8,138.8,,8/1/18,8/31/18,50,0,,1500,,L3QJ65
MN,METRO,Freedom,70,100,10,9R7OH343344509,THREE,2129758410,Freedom Enhance w/ortho 1500 $50/$150 Ded $2000 Max 3tier Metro-Sep,34.3,67,67,120.7,120.7,,9/1/18,9/30/18,50,0,,1500,,9R7OH3
MN,METRO,Freedom,20,70,10,L3QJ6543344510,THREE,2129758410,Freedom Enhanced w/ortho $1500 $50/$150 Ded $2000 Max 3tier Metro-Sep,39.5,77,77,138.8,138.8,,9/1/18,9/30/18,50,0,,1500,,L3QJ65
MN,METRO,Freedom,70,100,10,9R7OH343374511,THREE,2129758425,Freedom Enhance w/ortho 1500 $50/$150 Ded $2000 Max 3tier Metro-Oct,34.3,67,67,120.7,120.7,,10/1/18,10/31/18,50,0,,1500,,9R7OH3
MN,METRO,Freedom,20,70,10,L3QJ6543374512,THREE,2129758425,Freedom Enhanced w/ortho $1500 $50/$150 Ded $2000 Max 3tier Metro-Oct,39.5,77,77,138.8,138.8,,10/1/18,10/31/18,50,0,,1500,,L3QJ65
MN,METRO,Freedom,70,100,10,9R7OH343405513,THREE,2129758452,Freedom Enhance w/ortho 1500 $50/$150 Ded $2000 Max 3tier Metro-Nov,34.3,67,67,120.7,120.7,,11/1/18,11/30/18,50,0,,1500,,9R7OH3
MN,METRO,Freedom,20,70,10,L3QJ6543405514,THREE,2129758452,Freedom Enhanced w/ortho $1500 $50/$150 Ded $2000 Max 3tier Metro-Nov,39.5,77,77,138.8,138.8,,11/1/18,11/30/18,50,0,,1500,,L3QJ65
MN,METRO,Freedom,70,100,10,9R7OH343435515,THREE,2129758483,Freedom Enhance w/ortho 1500 $50/$150 Ded $2000 Max 3tier Metro-Dec,34.3,67,67,120.7,120.7,,12/1/18,12/31/18,50,0,,1500,,9R7OH3
MN,METRO,Freedom,20,70,10,L3QJ6543435516,THREE,2129758483,Freedom Enhanced w/ortho $1500 $50/$150 Ded $2000 Max 3tier Metro-Dec,39.5,77,77,138.8,138.8,,12/1/18,12/31/18,50,0,,1500,,L3QJ65
MN,METRO,Value,70,100,1,7G3ZWX43282517,THREE,2129760271,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Jul,21.7,40.4,40.4,64.6,64.6,,7/1/18,7/31/18,9,0,,,,7G3ZWX
MN,METRO,Value,20,69,1,NA243282518,THREE,2129760271,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Jul,25,46.5,46.5,74.3,74.3,,7/1/18,7/31/18,9,0,,,,NA2
MN,METRO,Value,20,69,10,NA2043282519,THREE,2129760271,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Jul,23.2,43.2,43.2,68.9,68.9,,7/1/18,7/31/18,50,0,,,,NA20
MN,METRO,Value,70,100,10,NA2443282520,THREE,2129760271,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Jul,20.2,37.5,37.5,59.9,59.9,,7/1/18,7/31/18,50,0,,,,NA24
MN,METRO,Value,70,100,1,7G3ZWX43313521,THREE,2129760272,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Aug,21.7,40.4,40.4,64.6,64.6,,8/1/18,8/31/18,9,0,,,,7G3ZWX
MN,METRO,Value,20,69,1,NA243313522,THREE,2129760272,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Aug,25,46.5,46.5,74.3,74.3,,8/1/18,8/31/18,9,0,,,,NA2
MN,METRO,Value,20,69,10,NA2043313523,THREE,2129760272,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Aug,23.2,43.2,43.2,68.9,68.9,,8/1/18,8/31/18,50,0,,,,NA20
MN,METRO,Value,70,100,10,NA2443313524,THREE,2129760272,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Aug,20.2,37.5,37.5,59.9,59.9,,8/1/18,8/31/18,50,0,,,,NA24
MN,METRO,Value,70,100,1,7G3ZWX43344525,THREE,2129760273,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Sep,21.7,40.4,40.4,64.6,64.6,,9/1/18,9/30/18,9,0,,,,7G3ZWX
MN,METRO,Value,20,69,1,NA243344526,THREE,2129760273,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Sep,25,46.5,46.5,74.3,74.3,,9/1/18,9/30/18,9,0,,,,NA2
MN,METRO,Value,20,69,10,NA2043344527,THREE,2129760273,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Sep,23.2,43.2,43.2,68.9,68.9,,9/1/18,9/30/18,50,0,,,,NA20
MN,METRO,Value,70,100,10,NA2443344528,THREE,2129760273,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Sep,20.2,37.5,37.5,59.9,59.9,,9/1/18,9/30/18,50,0,,,,NA24
MN,METRO,Value,70,100,1,7G3ZWX43374529,THREE,2129760274,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Oct,21.7,40.4,40.4,64.6,64.6,,10/1/18,10/31/18,9,0,,,,7G3ZWX
MN,METRO,Value,20,69,1,NA243374530,THREE,2129760274,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Oct,25,46.5,46.5,74.3,74.3,,10/1/18,10/31/18,9,0,,,,NA2
MN,METRO,Value,20,69,10,NA2043374531,THREE,2129760274,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Oct,23.2,43.2,43.2,68.9,68.9,,10/1/18,10/31/18,50,0,,,,NA20
MN,METRO,Value,70,100,10,NA2443374532,THREE,2129760274,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Oct,20.2,37.5,37.5,59.9,59.9,,10/1/18,10/31/18,50,0,,,,NA24
MN,METRO,Value,70,100,1,7G3ZWX43405533,THREE,2129760275,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Nov,21.7,40.4,40.4,64.6,64.6,,11/1/18,11/30/18,9,0,,,,7G3ZWX
MN,METRO,Value,20,69,1,NA243405534,THREE,2129760275,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Nov,25,46.5,46.5,74.3,74.3,,11/1/18,11/30/18,9,0,,,,NA2
MN,METRO,Value,20,69,10,NA2043405535,THREE,2129760275,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Nov,23.2,43.2,43.2,68.9,68.9,,11/1/18,11/30/18,50,0,,,,NA20
MN,METRO,Value,70,100,10,NA2443405536,THREE,2129760275,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Nov,20.2,37.5,37.5,59.9,59.9,,11/1/18,11/30/18,50,0,,,,NA24
MN,METRO,Value,70,100,1,7G3ZWX43435537,THREE,2129760279,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Dec,21.7,40.4,40.4,64.6,64.6,,12/1/18,12/31/18,9,0,,,,7G3ZWX
MN,METRO,Value,20,69,1,NA243435538,THREE,2129760279,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Dec,25,46.5,46.5,74.3,74.3,,12/1/18,12/31/18,9,0,,,,NA2
MN,METRO,Value,20,69,10,NA2043435539,THREE,2129760279,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Dec,23.2,43.2,43.2,68.9,68.9,,12/1/18,12/31/18,50,0,,,,NA20
MN,METRO,Value,70,100,10,NA2443435540,THREE,2129760279,Value Premium $0/$0 Ded $1000 Max 3 Tier Metro Dec,20.2,37.5,37.5,59.9,59.9,,12/1/18,12/31/18,50,0,,,,NA24
MN,NON METRO,Freedom,70,100,10,19RBMC43282541,THREE,2129760426,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Jul,37.7,69.9,69.9,111.5,111.5,,7/1/18,7/31/18,50,0,,,,19RBMC
MN,NON METRO,Freedom,20,70,10,KZDWQV43282542,THREE,2129760426,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Jul,43.3,80.4,80.4,128.2,128.2,,7/1/18,7/31/18,50,0,,,,KZDWQV
MN,NON METRO,Freedom,70,100,10,19RBMC43313543,THREE,2129760427,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Aug,37.7,69.9,69.9,111.5,111.5,,8/1/18,8/31/18,50,0,,,,19RBMC
MN,NON METRO,Freedom,20,70,10,KZDWQV43313544,THREE,2129760427,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Aug,43.3,80.4,80.4,128.2,128.2,,8/1/18,8/31/18,50,0,,,,KZDWQV
MN,NON METRO,Freedom,70,100,10,19RBMC43344545,THREE,2129760428,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Sep,37.7,69.9,69.9,111.5,111.5,,9/1/18,9/30/18,50,0,,,,19RBMC
MN,NON METRO,Freedom,20,70,10,KZDWQV43344546,THREE,2129760428,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Sep,43.3,80.4,80.4,128.2,128.2,,9/1/18,9/30/18,50,0,,,,KZDWQV
MN,NON METRO,Freedom,70,100,10,19RBMC43374547,THREE,2129760429,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Oct,37.7,69.9,69.9,111.5,111.5,,10/1/18,10/31/18,50,0,,,,19RBMC
MN,NON METRO,Freedom,20,70,10,KZDWQV43374548,THREE,2129760429,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Oct,43.3,80.4,80.4,128.2,128.2,,10/1/18,10/31/18,50,0,,,,KZDWQV
MN,NON METRO,Freedom,70,100,10,19RBMC43405549,THREE,2129760430,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Nov,37.7,69.9,69.9,111.5,111.5,,11/1/18,11/30/18,50,0,,,,19RBMC
MN,NON METRO,Freedom,20,70,10,KZDWQV43405550,THREE,2129760430,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Nov,43.3,80.4,80.4,128.2,128.2,,11/1/18,11/30/18,50,0,,,,KZDWQV
MN,NON METRO,Freedom,70,100,10,19RBMC43435551,THREE,2129760431,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Dec,37.7,69.9,69.9,111.5,111.5,,12/1/18,12/31/18,50,0,,,,19RBMC
MN,NON METRO,Freedom,20,70,10,KZDWQV43435552,THREE,2129760431,Freedom Enhanced $50/$150 Ded $2000 Max 3Tier Non Metro-Dec,43.3,80.4,80.4,128.2,128.2,,12/1/18,12/31/18,50,0,,,,KZDWQV
MN,METRO,Value,70,100,1,55KAPX43282553,THREE,2129761243,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Jul,13.6,25.3,25.3,40.3,40.3,,7/1/18,7/31/18,9,0,,,,55KAPX
MN,METRO,Value,20,69,1,NA143282554,THREE,2129761243,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Jul,15.6,29,29,46.4,46.4,,7/1/18,7/31/18,9,0,,,,NA1
MN,METRO,Value,20,69,10,NA1943282555,THREE,2129761243,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Jul,14.6,27.2,27.2,43.4,43.4,,7/1/18,7/31/18,50,0,,,,NA19
MN,METRO,Value,70,100,10,NA2343282556,THREE,2129761243,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Jul,12.7,23.6,23.6,37.7,37.7,,7/1/18,7/31/18,50,0,,,,NA23
MN,METRO,Value,70,100,1,55KAPX43313557,THREE,2129761247,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Aug,13.6,25.3,25.3,40.3,40.3,,8/1/18,8/31/18,9,0,,,,55KAPX
MN,METRO,Value,20,69,1,NA143313558,THREE,2129761247,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Aug,15.6,29,29,46.4,46.4,,8/1/18,8/31/18,9,0,,,,NA1
MN,METRO,Value,20,69,10,NA1943313559,THREE,2129761247,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Aug,14.6,27.2,27.2,43.4,43.4,,8/1/18,8/31/18,50,0,,,,NA19
MN,METRO,Value,70,100,10,NA2343313560,THREE,2129761247,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Aug,12.7,23.6,23.6,37.7,37.7,,8/1/18,8/31/18,50,0,,,,NA23
MN,METRO,Value,70,100,1,55KAPX43344561,THREE,2129761248,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Sept,13.6,25.3,25.3,40.3,40.3,,9/1/18,9/30/18,9,0,,,,55KAPX
MN,METRO,Value,20,69,1,NA143344562,THREE,2129761248,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Sept,15.6,29,29,46.4,46.4,,9/1/18,9/30/18,9,0,,,,NA1
MN,METRO,Value,20,69,10,NA1943344563,THREE,2129761248,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Sept,14.6,27.2,27.2,43.4,43.4,,9/1/18,9/30/18,50,0,,,,NA19
MN,METRO,Value,70,100,10,NA2343344564,THREE,2129761248,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Sept,12.7,23.6,23.6,37.7,37.7,,9/1/18,9/30/18,50,0,,,,NA23
MN,METRO,Value,70,100,1,55KAPX43374565,THREE,2129761249,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Oct,13.6,25.3,25.3,40.3,40.3,,10/1/18,10/31/18,9,0,,,,55KAPX
MN,METRO,Value,20,69,1,NA143374566,THREE,2129761249,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Oct,15.6,29,29,46.4,46.4,,10/1/18,10/31/18,9,0,,,,NA1
MN,METRO,Value,20,69,10,NA1943374567,THREE,2129761249,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Oct,14.6,27.2,27.2,43.4,43.4,,10/1/18,10/31/18,50,0,,,,NA19
MN,METRO,Value,70,100,10,NA2343374568,THREE,2129761249,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Oct,12.7,23.6,23.6,37.7,37.7,,10/1/18,10/31/18,50,0,,,,NA23
MN,METRO,Value,70,100,1,55KAPX43405569,THREE,2129761252,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Nov,13.6,25.3,25.3,40.3,40.3,,11/1/18,11/30/18,9,0,,,,55KAPX
MN,METRO,Value,20,69,1,NA143405570,THREE,2129761252,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Nov,15.6,29,29,46.4,46.4,,11/1/18,11/30/18,9,0,,,,NA1
MN,METRO,Value,20,69,10,NA1943405571,THREE,2129761252,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Nov,14.6,27.2,27.2,43.4,43.4,,11/1/18,11/30/18,50,0,,,,NA19
MN,METRO,Value,70,100,10,NA2343405572,THREE,2129761252,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Nov,12.7,23.6,23.6,37.7,37.7,,11/1/18,11/30/18,50,0,,,,NA23
MN,METRO,Value,70,100,1,55KAPX43435573,THREE,2129761253,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Dec,13.6,25.3,25.3,40.3,40.3,,12/1/18,12/31/18,9,0,,,,55KAPX
MN,METRO,Value,20,69,1,NA143435574,THREE,2129761253,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Dec,15.6,29,29,46.4,46.4,,12/1/18,12/31/18,9,0,,,,NA1
MN,METRO,Value,20,69,10,NA1943435575,THREE,2129761253,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Dec,14.6,27.2,27.2,43.4,43.4,,12/1/18,12/31/18,50,0,,,,NA19
MN,METRO,Value,70,100,10,NA2343435576,THREE,2129761253,Value Standard $0/$0 Ded $1000 Max 3 Tier Metro Dec,12.7,23.6,23.6,37.7,37.7,,12/1/18,12/31/18,50,0,,,,NA23
MN,NON METRO,Value,70,100,1,H2ZOUQ43282577,THREE,2129764080,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Jul,23.6,43.9,43.9,70.1,70.1,,7/1/18,7/31/18,9,0,,,,H2ZOUQ
MN,NON METRO,Value,20,69,1,NA1043282578,THREE,2129764080,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Jul,27.1,50.5,50.5,80.6,80.6,,7/1/18,7/31/18,9,0,,,,NA10
MN,NON METRO,Value,20,69,10,NA1843282579,THREE,2129764080,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Jul,25.2,46.8,46.8,74.8,74.8,,7/1/18,7/31/18,50,0,,,,NA18
MN,NON METRO,Value,70,100,10,NA2243282580,THREE,2129764080,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Jul,21.9,40.7,40.7,65,65,,7/1/18,7/31/18,50,0,,,,NA22
MN,NON METRO,Value,70,100,1,H2ZOUQ43313581,THREE,2129764081,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Aug,23.6,43.9,43.9,70.1,70.1,,8/1/18,8/31/18,9,0,,,,H2ZOUQ
MN,NON METRO,Value,20,69,1,NA1043313582,THREE,2129764081,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Aug,27.1,50.5,50.5,80.6,80.6,,8/1/18,8/31/18,9,0,,,,NA10
MN,NON METRO,Value,20,69,10,NA1843313583,THREE,2129764081,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Aug,25.2,46.8,46.8,74.8,74.8,,8/1/18,8/31/18,50,0,,,,NA18
MN,NON METRO,Value,70,100,10,NA2243313584,THREE,2129764081,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Aug,21.9,40.7,40.7,65,65,,8/1/18,8/31/18,50,0,,,,NA22
MN,NON METRO,Value,70,100,1,H2ZOUQ43344585,THREE,2129764082,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Sep,23.6,43.9,43.9,70.1,70.1,,9/1/18,9/30/18,9,0,,,,H2ZOUQ
MN,NON METRO,Value,20,69,1,NA1043344586,THREE,2129764082,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Sep,27.1,50.5,50.5,80.6,80.6,,9/1/18,9/30/18,9,0,,,,NA10
MN,NON METRO,Value,20,69,10,NA1843344587,THREE,2129764082,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Sep,25.2,46.8,46.8,74.8,74.8,,9/1/18,9/30/18,50,0,,,,NA18
MN,NON METRO,Value,70,100,10,NA2243344588,THREE,2129764082,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Sep,21.9,40.7,40.7,65,65,,9/1/18,9/30/18,50,0,,,,NA22
MN,NON METRO,Value,70,100,1,H2ZOUQ43374589,THREE,2129764084,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Oct,23.6,43.9,43.9,70.1,70.1,,10/1/18,10/31/18,9,0,,,,H2ZOUQ
MN,NON METRO,Value,20,69,1,NA1043374590,THREE,2129764084,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Oct,27.1,50.5,50.5,80.6,80.6,,10/1/18,10/31/18,9,0,,,,NA10
MN,NON METRO,Value,20,69,10,NA1843374591,THREE,2129764084,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Oct,25.2,46.8,46.8,74.8,74.8,,10/1/18,10/31/18,50,0,,,,NA18
MN,NON METRO,Value,70,100,10,NA2243374592,THREE,2129764084,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Oct,21.9,40.7,40.7,65,65,,10/1/18,10/31/18,50,0,,,,NA22
MN,NON METRO,Value,70,100,1,H2ZOUQ43405593,THREE,2129764085,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Nov,23.6,43.9,43.9,70.1,70.1,,11/1/18,11/30/18,9,0,,,,H2ZOUQ
MN,NON METRO,Value,20,69,1,NA1043405594,THREE,2129764085,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Nov,27.1,50.5,50.5,80.6,80.6,,11/1/18,11/30/18,9,0,,,,NA10
MN,NON METRO,Value,20,69,10,NA1843405595,THREE,2129764085,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Nov,25.2,46.8,46.8,74.8,74.8,,11/1/18,11/30/18,50,0,,,,NA18
MN,NON METRO,Value,70,100,10,NA2243405596,THREE,2129764085,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Nov,21.9,40.7,40.7,65,65,,11/1/18,11/30/18,50,0,,,,NA22
MN,NON METRO,Value,70,100,1,H2ZOUQ43435597,THREE,2129764086,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Dec,23.6,43.9,43.9,70.1,70.1,,12/1/18,12/31/18,9,0,,,,H2ZOUQ
MN,NON METRO,Value,20,69,1,NA1043435598,THREE,2129764086,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Dec,27.1,50.5,50.5,80.6,80.6,,12/1/18,12/31/18,9,0,,,,NA10
MN,NON METRO,Value,20,69,10,NA1843435599,THREE,2129764086,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Dec,25.2,46.8,46.8,74.8,74.8,,12/1/18,12/31/18,50,0,,,,NA18
MN,NON METRO,Value,70,100,10,NA2243435600,THREE,2129764086,Value Premium $0/$0 Ded $1000 Max 3 Tier Non Metro Dec,21.9,40.7,40.7,65,65,,12/1/18,12/31/18,50,0,,,,NA22
MN,NON METRO,Value,70,100,1,HDCSOA43282601,THREE,2129764237,Value Standard $0/$0 Ded $1000 Max 3 Tier Non Metro Jul,14.6,27.2,27.2,43.4,43.4,,7/1/18,7/31/18,9,0,,,,HDCSOA
MN,NON METRO,Value,20,69,10,NA1743282602,THREE,2129764237,Value Standard $0/$0 Ded $1000 Max 3 Tier Non Metro Jul,15.7,29.2,29.2,46.6,46.6,,7/1/18,7/31/18,50,0,,,,NA17
MN,NON METRO,Value,70,100,10,NA2143282603,THREE,2129764237,Value Standard $0/$0 Ded $1000 Max 3 Tier Non Metro Jul,13.7,25.4,25.4,40.6,40.6,,7/1/18,7/31/18,50,0,,,,NA21
MN,NON METRO,Value,20,69,1,NA943282604,THREE,2129764237,Value Standard $0/$0 Ded $1000 Max 3 Tier Non Metro Jul,16.8,31.3,31.3,49.9,49.9,,7/1/18,7/31/18,9,0,,,,NA9
MN,NON METRO,Value,70,100,1,HDCSOA43313605,THREE,2129764238,Value Standard $0/$0 Ded $1000 Max 3 Tier Non Metro Aug,14.6,27.2,27.2,43.4,43.4,,8/1/18,8/31/18,9,0,,,,HDCSOA
MN,NON METRO,Value,20,69,10,NA1743313606,THREE,2129764238,Value Standard $0/$0 Ded $1000 Max 3 Tier Non Metro Aug,15.7,29.2,29.2,46.6,46.6,,8/1/18,8/31/18,50,0,,,,NA17
MN,NON METRO,Value,70,100,10,NA2143313607,THREE,2129764238,Value Standard $0/$0 Ded $1000 Max 3 Tier Non Metro Aug,13.7,25.4,25.4,40.6,40.6,,8/1/18,8/31/18,50,0,,,,NA21
